<?xml version="1.0" encoding="UTF-8"?>Key;Name
4972;Schlegel, August Wilhelm von: Geschichte der schönen Litteratur in Italien, Spanien Frankreich und England, vom Mittelalter bis auf die heutige Zeit (Bonn SS 1819)
11992;Raynouard, François-Just-Marie: Ciampi, Sebastiano: De usu linguæ Italicæ saltem a sæculo quinto r. s. Acroasis (Rezension)
4975;Schlegel, August Wilhelm von: Geschichte der deutschen Sprache und Poesie (Bonn WS 1826/27)
3644;The Quarterly Review
3646;Diez, Friedrich Christian: Die Poesie der Troubadours
4977;Schlegel, August Wilhelm von: Römische Geschichte (Bonn WS 1828/29)
3645;Lachmann, Karl (Hg.): Der Nibelunge Not mit der Klage in der ältesten Gestalt mit den Abweichungen der gemeinen Lesart
4979;Schlegel, August Wilhelm von: Lied der Nibelungen (Bonn SS 1823)
3647;Schlegel, August Wilhelm von: Les mille et une nuits
4978;Schlegel, August Wilhelm von: Römische Geschichte (Bonn SS 1831)
4991;Bürger, Gottfried August: Die Erscheinung
4993;Bürger, Gottfried August: Heloise an Abelard
3662;Schlegel, August Wilhelm von: An Sophia Müller, Schauspielerin des k. k. Hoftheaters in Wien
1000;Apollon
2324;Schlegel, August Wilhelm von: (Lateinische Schrift)
2322;Indische Bibliothek. Eine Zeitschrift von August Wilhelm von Schlegel
4983;Schlegel, Friedrich von: Geschichte der Litteratur (Pariser Vorlesungen 25. November 1803 bis 11. April 1804)
4986;Schiller, Friedrich: Geschichte des Dreißigjährigen Kriegs
3654;Welcker, Friedrich Gottlieb: Das akademische Kunstmuseum zu Bonn
3657;Schlegel, Friedrich von: Philosophie des Lebens (Wiener Vorlesungen 1827, Vorlesung 1 bis 3)
4987;Rehberg, August Wilhelm: Untersuchungen über die französische Revolution
2329;Gau, Franz Christian: Antiquités de la Nubie
3658;Berliner Conversations-Blatt
2342;Tieck, Christian Friedrich: Büste von Albertine Ida Gustavine de Broglie
11976;Göschen, Georg Joachim: Reise von Johann
1007;Tieck, Christian Friedrich: Vignetten zu August Wilhelm von Schlegels Elegie „Rom“
1008;Marin, Joseph Charles: Portrait von Jacques Necker
2336;Schlegel, August Wilhelm von: Chézy, Antoine Léonard de: Yadina datta-Badha; ders.: Discours prononcé au Collège Royal (Anzeige)
2337;Schlegel, August Wilhelm von: Chézy, Antoine Léonard de: Discours prononcé au Collège Royal (Anzeige)
2334;Shakespeare, William: Twelfth Night, or What You Will
2335;Bruun-Neergaard, Tønnes Christian: Voyage pittoresque et historique dans le nord de lʼItalie
1001;Musikalisches Taschenbuch auf das Jahr 1803
3664;Schlegel, August Wilhelm von: Ich achte sehr die Curien
4994;Kotzebue, August von: Erklärung des Verfassers der Schrift: Doktor Bahrdt mit der eisernen Stirn
4997;Fichte, Johann Gottlieb: Über den Begriff der Wissenschaftslehre oder der sogenannten Philosophie
3666;Müller, Karl Otfried: Die Etrusker
3665;Varnhagen von Ense, Karl August: Biographische Denkmale
3668;Schlegel, August Wilhelm von: Kritische Schriften
3667;Racine, Jean: Les Plaideurs
1009;Müller, Friedrich: Werke
3682;Raffaello, Sanzio: Madonna Colonna
3683;Berliner Kunstblatt
2350;(Zeitschrift aus Speyer)
2351;Staël-Holstein, Anne Louise Germaine de: Betrachtungen über die vornehmsten Begebenheiten der Französichen Revolution [Ü: Ludwig Finckh, Johann Jakob Stolz]
1016;Tibullus Albius: Elegien
2348;Staël-Holstein, Anne Louise Germaine de: Considérations sur les principaux événements de la Révolution française, depuis son origine jusques et compris le 8 juillet 1815
1017;Morgenblatt für gebildete Stände
1015;Montemayor, Jorge de: Los siete libros de la Diana
1012;Bernhardi, Sophie: Euphrosyne und Theodore (Fragment)
2343;Tieck, Christian Friedrich: Büste von John Rocca
6701;Díaz del Castillo, Bernal: Denkwürdigkeiten des Hauptmanns Bernal Diaz del Castillo [Ü: Philipp Joseph von Rehfues]
3679;Klaproth, Heinrich Julius: Asia polyglotta
3691;Klaproth, Heinrich Julius, Merian, Andreas von (Hg.): Tripartitum seu de analogia linguarum libellus
3690;Berliner Kalender auf das Gemein Jahr 1831
3693;Schlegel, August Wilhelm von: Epistola critica an Jacob Grimm
3692;Schlegel, August Wilhelm von: Observations sur quelques médailles bactriennes et indoscythiques nouvellement découvertes
3695;Kupferstiche aus der Sammlung von August Wilhelm von Schlegel
3694;Schlegel, August Wilhelm von: Erklärung der Kupferstiche für den Berliner Kalender auf das Gemein Jahr 1829
1032;Voltaire: Alzire ou les Américains
1033;Voltaire: Zaïre
1031;Fouqué, Friedrich de La Motte-: Alwin
6719;Hermann, Carl Heinrich; Förster, Ernst; Götzenberger, Jakob: (Fresco-Gemälde in der academischen Aula zu Bonn)
11956;Justinian I., Byzantinisches Reich, Kaiser: Digesta
11957;Justinian I., Byzantinisches Reich, Kaiser: Institutiones
1025;Dante, Alighieri: Divina commedia
11958;Grotius, Hugo: De iure belli ac pacis
1026;Dante, Alighieri: Divina commedia. Composto da Giovanni Flaxman (John Flaxman) scultore inglese
6710;Khevenhüller, Franz Christoph: Annales Ferdinandei
3686;Shakespeare, William: Sämmtliche dramatische Werke und Gedichte
3685;Schlegel, August Wilhelm von: Berichtigung einiger Mißdeutungen
11950;Fénelon, François de Salignac de La Mothe: Les aventures de Télémaque
6714;Kumāra Vālmīki: Torave Rāmāyaṇa
3689;Berliner Kalender auf das Gemein Jahr 1829
6717;Panthéon (Paris)
20870;Śrīdharasvāmin: Kommentar zur Bhagavadgitā
2372;Staël-Holstein, Auguste Louis de: Notice sur M. Necker
1042;Snorri, Sturluson: Edda
2373;Staël-Holstein, Anne Louise Germaine de: Werke
2371;Bremer Zeitung für Staats-, Gelehrten und Handelssachen
1038;Die Horen
1039;Boccaccio, Giovanni: Il Decamerone
11924;Gérard, François: Madame Récamier
11925;Gérard, François: (Lithographie)
1036;Berlinischer Damen-Kalender
1037;Staël-Holstein, Anne Louise Germaine de: Agar dans le désert
1035;Schlegel, August Wilhelm von: Über einige tragische Rollen, von Frau v. Staël dargestellt
11928;Vergilius Maro, Publius: Georgica
3697;Schlegel, August Wilhelm von: Kritische Schriften. Bd. 1
3696;Hitopadeśa
3699;Monti, Vincenzo: Il bardo della selva nera
6724;Horatius Flaccus, Quintus: Odae
3698;Schlegel, August Wilhelm von: Kritische Schriften. Bd. 2
6727;Der Katholik (Zeitschrift)
19897;Dupin, André-Marie-Jean-Jacques: Discours prononcé par M. Dupin ainé, pour sa réception à l’Académie Française
11929;Anonymus: Huius nympha loci
1054;Minerva
2386;Schlegel, August Wilhelm von: Specimen novum typographiae indicae
1052;Tieck, Ludwig: Leben und Tod der heiligen Genoveva
1053;Tieck, Ludwig: Prinz Zerbino oder die Reise nach dem guten Geschmack
1050;Schlegel, August Wilhelm von; Schlegel, Friedrich von: Trutzlieder
1051;Schlegel, August Wilhelm von: An Ida Brun
11933;Carlyle, Thomas: The Life of Friedrich Schiller
11934;Goethe, Johann Wolfgang von: Goetheʼs Wilhelm Meisterʼs travels [Ü: Thomas Carlyle]
1049;Staël-Holstein, Anne Louise Germaine de: Corinna oder Italien [Ü: Friedrich von Schlegel, (Dorothea von Schlegel)]
1046;Shakespeare, William: Schauspiele [Ü: Johann Joachim Eschenburg]
5405;Goethe, Johann Wolfgang von: Pandora
11930;Tieck, Christian Friedrich: Bildnis des Nicolaus von der Flühe
5420;Schlegel, August Wilhelm von: Alxinger, Johann Baptist von: Doolin von Maynz (Rezensionsplan)
6752;Beowulf
5421;Schlegel, August Wilhelm von: Propertius, Sextus: Elegien [Ü: Karl Ludwig von Knebel] (Rezension)
19069;Urlichs, Ludwig von: Sopra una statua di bronzo delle Vittoria senza ale
19062;Lassen, Christian: Vorlesungen
19063;Īśvarakṛṣṇa: Sāmkhyakārikā
1061;Schlegel, August Wilhelm von: Aufruf an die Deutschen
2392;Tieck, Ludwig: Novellen
2393;Tieck, Ludwig: Gedichte
2391;Tieck, Christian Friedrich: Büste des August Wilhelm von Schlegel
1059;Schlegel, August Wilhelm von: Glaube
1057;Schlegel, Friedrich von: (Geschichte der Philosophie)
20051;Champollion, Jean-François: Précis du système hieroglyphique des anciens Égyptiens
5413;Klopstock, Friedrich Gottlieb: Vater unser
5415;Akenside, Mark: Hymn to the Naiads
6745;Alf laila wa-laila
6746;Bopp, Franz: Vergleichende Grammatik des Sanskrit, Zend, Griechischen, Lateinischen, Litauischen, Gotischen und Deutschen (1833–1852)
20050;Humboldt, Wilhelm von; Schulz, Friedrich Eduard: Über die Buchstabenschrift und ihren Zusammenhang mit dem Sprachbau / Sur l’écriture alphabétique et ses rapports avec la structure du langage
6747;Lassen, Christian: Bopp, Franz: Grammatica critica linguae sanscritae (Rezension)
12437;Mellish, Joseph Charles: Übersetzungen
6748;Transactions of the Royal Asiatic Society of Great Britain and Ireland
12435;Aeschylus: Werke
12434;Homerus: Werke
20069;Levezow, Konrad: Jupiter Imperator in einer antiken Bronze des Koeniglichen Museums der Alterthuemer zu Berlin
20066;King, Edward; Aglio, Agostino; Dupaix, Guillermo: Antiquities of Mexico
4100;Schiller, Friedrich: Die Antike an einen Wanderer aus Norden
5430;Bopp, Franz: Grammatica critica linguae sanscritae
20067;Rémusat, Abel: Sur un vocabulaire philosophique en cinq langues, imprimé à Peking
6763;Apelles: Venus Anadyomene
4102;Schiller, Friedrich: Weisheit und Klugheit
4101;Schiller, Friedrich: Deutsche Treue
1076;Schlegel, August Wilhelm von: Dichter-Garten. Erster Gang (Rezension)
1072;Schlegel, Friedrich von: Sinnbild
19070;Urlichs, Ludwig von: Ercole ed Acheloo
1069;Schlegel, Friedrich von: An Camoëns
2398;The Edinburgh Review
1068;Schlegel, Friedrich von: Calderone
20062;Beethoven, Ludwig van: Fidelio
6755;Xenophon: Hiero
20061;Beethoven, Ludwig van: Sinfonien
12448;Hülsen, August Ludwig: Werke
5427;Bach, Johann Nicolaus: Solonis Atheniensis Carminum quae supersunt
6770;Naeke, August Ferdinand: Opuscula philologica
4111;Schiller, Friedrich: Die Götter Griechenlands
6773;Hildesheim, Johann von: Die Legende von den heiligen drei Königen
19045;Schlegel, August Wilhelm von: Philoxenos
4110;Musen-Almanach für das Jahr 1796 (hg. v. Johann Heinrich Voß)
4113;Schiller, Friedrich: Der Spaziergang
4112;Jacobi, Friedrich Heinrich: Zufällige Ergießungen eines einsamen Denkers in Briefen an vertraute Freunde
19040;Annalen der neuen Nationalschaubühne zu Berlin
22695;Broglie, Achille-Léon-Victor de: Éloge de M. le baron Silvestre de Sacy
1081;Das Mittelalter (Zeitschriftenplan von August Wilhelm und Friedrich Schlegel)
1078;Windischmann, Karl Josef Hieronymus: Ideen zur Physik
4104;Schiller, Friedrich: Das Höchste
4103;Schiller, Friedrich: An einen Weltverbesserer
6767;Rigveda
4106;Schiller, Friedrich: Unsterblichkeit
4105;Schiller, Friedrich: Ilias
6769;Molière: Le Médecin malgré lui
4107;Schlegel, August Wilhelm von: Scenen aus Romeo und Julie von Shakespeare
4109;Musenalmanach 1796 (hg.v. Karl Reinhard)
20049;Humboldt, Wilhelm von: Ueber die Buchstabenschrift und ihren Zusammenhang mit dem Sprachbau
4120;Schlegel, August Wilhelm von: Die verfehlte Stunde
20046;Vikramacarita
9811;Pope, Alexander: Eloisa to Abelard
5452;Hamilton, Francis: Genealogies of the Hindus, extracted from their Sacred Writings
5455;Mionnet, Théodore Edme: Description des médailles antiques, grecques et romaines
4124;Propertius, Sextus: Elegien [Ü: Karl Ludwig von Knebel]
20042;Schlegel, August Wilhelm von: Neueste Mittheilungen der Asiatischen Gesellschaft zu Calcutta
21373;Villenave, Matthieu de: Pedro Calderón de la barca Henao y Riaño
4123;Archenholz, Johann Wilhelm von: Sobiesky
20043;Humboldt, Wilhelm von: Über das Entstehen der grammatischen Formen und ihren Einfluß auf die Ideenentwicklung
1096;Fouqué, Friedrich de La Motte-: Caesar und Ariovist
19053;Letronne, Antoine Jean: Inscriptions Grecques et Latines du Colose de Memnon restituées et expliquées par M. Letronne [...]
1097;Musenalmanach für das Jahr 1807 (hg. v. Franz Karl Leopold von Seckendorf-Aberdar)
1092;Müller, Johannes von: De la gloire de Frédéric
1093;Müller, Johannes von: Friedrichs Ruhm [Ü: Johann Wolfgang von Goethe]
9809;Bürger, Gottfried August: Hübnerus redivivus
21372;Haller, Franz Ludwig: Helvétie sous les Romains
5445;Martínez de la Rosa, Francisco: Ovras literarias
6777;Müller, Nikolaus: Glauben, Wissen und Kunst der alten Hindus
6778;Aristophanes: Plutus
4116;Condorcet, Jean Antoine Nicolas de Caritat de: Esquisse dʼun tableau historique des progrès de lʼesprit humain
9808;Bürger, Gottfried August: Bellin
4119;Schmiedt, Siegfried: Vertonung von August Wilhelm von Schlegels Gedicht „Die verfehlte Stunde“
9806;Dawes, Richard: Miscellanea Critica
20015;Schlegel, August Wilhelm von: Java und Bali. In: Indische Bibliothek
20016;Wilford, Francis: On the ancient Geography of India
4131;Herder, Johann Gottfried von: Der rauschende Strom
4130;Moritz, Karl Philipp: Versuch einer deutschen Prosodie
20014;Schlegel, August Wilhelm von: Geographie
21345;Staël-Holstein, Anne Louise Germaine de: Notice sur le Camoëns
20011;Fredegarius, Scholasticus: Chronica
4133;Klopstock, Friedrich Gottlieb: Die deutsche Gelehrtenrepublik
4132;Herder, Johann Gottfried von: Leukotheaʼs Binde
9821;Musenalmanach, oder poetische Blumenlese aufs Jahr 1793 (Göttingen, hg. v. Gottfried August Bürger u.a.)
4135;Klopstock, Friedrich Gottlieb: Grammatische Gespräche
9820;Reinhard, Karl: An Malwina, nach der Trennung
4134;Klopstock, Friedrich Gottlieb: Ueber Sprache und Dichtkunst
6797;Rémusat, Abel: Eléments de la grammaire chinoise ou principes généraux du Kou-Wen, ou style antique, et du Kouan-Hoa, c’est-à-dire de la langue commune généralement usitée dans l’empire chinois
21341;Rémusat, Abel: Nouveaux mélanges asiatiques, ou Recueil de morceaux de critique et de mémoires relatifs aux religions, aux sciences, aux coutumes, à lʼhistoire et à la géographie des nations orientales
20018;Prichard, James Cowles: Researches into the physical history of Mankind
4126;Engel, Johann Jakob: Herr Lorenz Stark
4125;Engel, Johann Jakob: Entzückung des Las Casas
4128;Goethe, Johann Wolfgang von: Gedichte
4127;Humboldt, Alexander von: Die Lebenskraft oder der Rhodische Genius
4129;Schiller, Friedrich: Über naive und sentimentalische Dichtung
9816;Gerstenberg, Heinrich Wilhelm von: Ariadne auf Naxos
4140;Voß, Johann Heinrich: Gedichte
19038;Fénelon, François de Salignac de La Mothe: Werke
4142;Shakespeare, William: Ein St. Johannis Nachts-Traum [Ü: Christoph Martin Wieland]
21356;Haydn, Joseph: Die Schöpfung
20025;Riemer, Friedrich Wilhelm: Griechisch-Deutsches Wörterbuch für Anfänger und Freunde der griechischen Sprache
4141;Schiller, Friedrich: Stanzen an den Leser
21353;Michaud, Louis-Gabriel (Hg.): Biographie universelle, ancienne et moderne, ou Histoire, par ordre alphabétique, de la vie publique et privée de tous les hommes
20023;Casiri, Miguel: Bibliotheca arabico-hispana Escurialensis
21354;Staël-Holstein, Anne Louise Germaine de: Aspasie
4143;Musen-Almanach für das Jahr 1797 (hg. v. Friedrich Schiller)
9832;Wiener Zeitschrift
4146;Eschenburg, Johann Joachim: Beispielsammlung zur Theorie und Literatur der schönen Wissenschaften
20020;Link, Heinrich Friedrich: Die Urwelt und das Alterthum, erläutert durch die Naturkunde
9830;Bürger, Gottfried August: Auf einen Zeitschriftsteller, der [...] Kopf- Herz- und Geschmacklos schrieb
21352;Camões, Luiz de: Sete anos de pastor Jacob servia
4145;Eschenburg, Johann Joachim: Entwurf einer Theorie und Literatur der schönen Redekünste
201;Bernhardi, Sophie: Dramatische Fantasieen
200;Schlegel, Friedrich von: Lessings Gedanken und Meinungen
9826;Bouterwek, Friedrich: Murzuphlus der Kritiker
4137;Klopstock, Friedrich Gottlieb: Vom deütschen Hexameter
9825;Bouterwek, Friedrich: Huberulus Murzuphlus oder der poetische Kuss
4136;Klopstock, Friedrich Gottlieb: Von der Nachahmung des griechischen Sylbenmaßes
9824;Bürger, Gottfried August: Der wohlgesinnte Liebhaber
4139;Klopstock, Friedrich Gottlieb: Gedichte
209;Tieck, Ludwig: Kaiser Octavianus
4138;Klopstock, Friedrich Gottlieb: Vom gleichen Verse
9828;Bürger, Gottfried August: Der Vogel Urselbst, seine Recensenten und der Genius
9827;Bouterwek, Friedrich: Wie man sich irren kann
4151;Schiller, Friedrich: Don Carlos
4150;Schelling, Caroline von: (Erzählung) (nicht überliefert)
4153;Schiller, Friedrich: Der Abschied
4152;Schiller, Friedrich: Der Geisterseher
4155;Schlegel, August Wilhelm von: Prometheus
5486;Stenzler, Adolf Friedrich: Raghuvansa, Kálidásæ carmen
8512;Fichte, Johann Gottlieb: Einige Vorlesungen über die Bestimmung des Gelehrten (1794)
4154;Schiller, Friedrich: Theater von Schiller
8511;Fichte, Johann Gottlieb: Beitrag zur Berichtigung der Urtheile des Publikums über die französische Revolution
4157;Schlegel, August Wilhelm von: Die entführten Götter
4156;Schlegel, August Wilhelm von: Zueignung des Trauerspiels Romeo und Julia
8510;Schlegel, Friedrich von: Von den Zeitaltern, Schulen und Stilen der Griechischen Poesie
5487;Stenzler, Adolf Friedrich: Brahma – Vaivarta – Puráni
210;Goethe, Johann Wolfgang von: Clavigo
211;Arnim, Achim von: Erzählungen von Schauspielen
216;Tieck, Ludwig: Gedichte über die Musik
215;Schlegel, Dorothea von: Geschichte des Zauberers Merlin
4148;Schlegel, Friedrich von: Über das Verhältnis der modernen zur antiken Bildung
4147;Schlegel, Friedrich von: Göthe (Goethe, Johann Wolfgang von)
217;Schlegel, Friedrich von: Lessings Gedanken und Meinungen aus dessen Schriften zusammengestellt u. erläutert. Bd. 3
8504;Cirkel, Jakob Vincent: Gedichte
9835;Reinhard, Karl: An –
4149;Herder, Johann Gottfried von: Briefe zu Beförderung der Humanität
8503;Konrad, der Pfaffe: Rolandslied
9834;Schmidt, Klamer Eberhard Karl: Gute Nacht!
4162;Schlegel, Friedrich von: Schillers Horen. 1796, 7. Stück (Rezension)
20005;Humboldt, Wilhelm von: Untersuchungen über die Amerikanischen Sprachen
9850;Râdjataranginî [Ü: Anthony Troyer]
4161;Woltmann, Karl Ludwig von: Theoderich, König der Ostgothen
4164;Gotter, Friedrich Wilhelm: Mariane, ein bürgerliches Trauerspiel in drey Aufzügen
4163;Gotter, Friedrich Wilhelm: Der schöne Geist oder das poetische Schloß
20003;Hübner, Johann: Poetisches Handbuch
4166;Aeschylus: Prometheus vinctus
8524;Reiske, Johann Jacob: Plutarchus: Quae supersunt, omnia
9855;Richardson, Samuel: Pamela
4165;Hesiodus: Theogonie
9854;Richardson, Samuel: Clarissa
4168;Hyginus, Gaius Iulius: Fabulae
9853;Iffland, August Wilhelm: Der Mann von Wort
8521;Reiske, Johann Jacob: Dionysius (Halicarnassensis): Opera omnia Graece et latine
5498;Wilkins, Charles: The Heetopades of Veeshnoo-Sarma, in a Series of Connected Fables, Interspersed with Moral, Prudential and Political Maxims
9852;Deutsche Pandora. Gedenkbuch zeitgenössischer Zustände und Schriftsteller
225;Schilter, Johann Georg: Thesaurus antiquitatum teutonicarum, ecclesiasticarum, civilium, litterariarum
4159;Schlegel, August Wilhelm von: Szenen aus Shakespeare
9847;Aeschylus: Eumeniden [Ü: Karl Ottfried Müller]
4158;Schlegel, August Wilhelm von: Arion
9846;Zelter, Carl Friedrich: Goethe, Johann Wolfgang von: Der Gott und die Bajadere (Vertonung)
8514;Aristoteles: Problemata
9845;Zelter, Carl Friedrich: Schlegel, August Wilhelm: Kampaspe (Vertonung)
9849;Schneider, Gottlieb Carl Wilhelm: Das Attisches Theaterwesen
9862;Die Eineidt. In: Müller, Christoph Heinrich: Samlung deutscher Gedichte aus dem XII., XIII. und XIV. Jahrhundert
8531;Gérard, François: Corinne au Cap Misène
9861;Schlegel, August Wilhelm von: Précis de l’état actuel des différends entre le roi de Prusse, protecteur des protestans, et le Pape, protecteur des Jésuites et de L’Inquisition
4175;Gries, Johann Diederich: Phaethon
4177;Gries, Johann Diederich: Die Gallier in Rom
8535;Isocrates: Panegyricus
4176;Fleischmann, Johann F. A.: Die Geisterinsel
8534;Schlegel, Friedrich von: Von den Verhältnissen der griechischen Poesie
4179;Goethe, Johann Wolfgang von: Der Zauberlehrling
8532;Fichte, Johann Gottlieb: Von der Sprachfähigkeit und dem Ursprung der Sprache
4178;Shakespeare, William: Was ihr wollt [Ü: August Wilhelm von Schlegel]
9863;Tieck, Ludwig: Die verkehrte Welt
4171;Plato: Res publica (Politeia)
4170;Moritz, Karl Philipp: Götterlehre oder mythologische Dichtungen der Alten
8528;Körner, Christian Gottfried: Ideen über Deklamation
8527;Catullus, Gaius Valerius: Carmina 23
9858;Eberhard von Sax: Lobgesang auf die Jungfrau Maria
4169;Horatius Flaccus, Quintus: Carmina
12399;Schiller, Friedrich: Sämmtliche Werke
12398;Bibel. Neues Testament
8526;Körner, Christian Gottfried: Über Charakterdarstellung in der Musik
12397;Bibel. Altes Testament
8525;Cicero, Marcus Tullius: De oratore
9873;Bentley, John: A Historical View of the Hindu Astronomy, from the earlist dawn of that science in India, to the present time
8542;Körner, Christian Gottfried: Meyers Boten
4184;Schiller, Friedrich: Der Handschuh
8541;Meyer, Friedrich Ludwig Wilhelm: Die Boten
4183;Schiller, Friedrich: Der Ring des Polykrates
8540;Goethe, Johann Wolfgang von: Der Besuch
4186;Schiller, Friedrich: Der Taucher
9870;Lassen, Christian: Ueber Herrn Professor Bopps grammatisches System der Sanskrit-Sprache
4185;Schiller, Friedrich: Ritter Toggenburg
8546;Sallustius, Crispus Gaius: Von der Zusammenrottung des Catilina [Ü: Thomas Abbt]
4188;Schiller, Friedrich: Der Gang nach dem Eisenhammer
8545;Sallustius, Crispus Gaius: De coniuratione Catilinae
4187;Schiller, Friedrich: Die Kraniche des Ibycus
9876;Schlegel, Friedrich von: Vorlesungen
8544;Schiller, Friedrich: Die sentimentalischen Dichter
9875;Schlegel, Friedrich von: Schiller, Friedrich; Goethe, Johann Wolfgang von: Musen-Almanach auf das Jahr 1797 (Xenien-Almanach) (Rezension)
4189;Goethe, Johann Wolfgang von: Der neue Pausias
8543;Herder, Johann Gottfried von: Madera
1909;Gartenkalender
9874;Zeitschrift für deutsches Alterthum und deutsche Literatur
4180;Goethe, Johann Wolfgang von: Der Schatzgräber
4182;Goethe, Johann Wolfgang von: Der Gott und die Bajadere
4181;Goethe, Johann Wolfgang von: Die Braut von Korinth
248;Schiller, Friedrich: Wilhelm Tell
1906;Böckh, August: Graecae tragoediae principum
8539;Schiller, Friedrich: Die Ritter von Maltha
1907;Barante, Amable-Guillaume-Prosper Brugière de: Tableau de la littérature française au XVIIIe siècle
8538;Reichardt, Johann Friedrich: Goethes Erwin und Elmire
1904;Schlegel, August Wilhelm von: Über dramatische Kunst und Litteratur. Vorlesungen. Bd. 2
1905;Böckh, August: Über die Versmaße des Pindarus
8536;Isocrates: Panegyricus [Ü: Christoph Martin Wieland]
1902;Arnim, Achim von: Schlegel, Friedrich von: Gedichte (Rezension)
1903;Schlegel, August Wilhelm von: Über dramatische Kunst und Litteratur. Vorlesungen. Bd. 1
1901;Schütz, Wilhelm von: Werke
9884;Windischmann, Karl Josef Hieronymus (Hg.): Schlegel, Friedrich von: Philosophische Vorlesungen aus den Jahren 1804 bis 1806
4194;Voltaire: Tancrède
9882;Schlegel, Friedrich von: Sämmtliche Werke (Plan von Dorothea von Schlegel)
9881;Racine, Jean: Bajazet [Ü: Friedrich von Schlegel] (Teilübersetzung)
8557;Buttlar, Augusta von: (Heilige Anna)
4199;Shakespeare, William: King Henry the Sixth
8556;Daguerre, Louis Jacques Mandé: Diorama
8555;Buttlar, Augusta von: (Kopie nach Jacopo Palma il Vecchio)
1919;Schlegel, August Wilhelm von: Das Trauerspiel Numancia
8554;Buttlar, Augusta von: (Porträt des kleinen Rudolf, 1823)
9880;Racine, Jean: Bajazet
4191;Musen-Almanach für das Jahr 1799 (hg. v. Friedrich Schiller)
4190;Sammlung Asiatischer Original-Schriften (1791)
8549;Horatius Flaccus, Quintus: Saturae [Ü: Christoph Martin Wieland]
